reservation_id,user_id,listing_id,reservation_date,duration_months,amount
R002220,U01146,L00217,2026-01-21,3,874.89
R002294,U01187,L05427,2026-01-21,2,708.96
R002363,U01217,L02363,2026-01-21,2,416.32
R002674,U01376,L03099,2026-01-21,2,198.48
R003468,U01762,L02773,2026-01-21,6,1705.02
R004185,U02152,L05845,2026-01-21,2,652.56
R004214,U02165,L03012,2026-01-21,1,233.21
R004707,U02428,L00538,2026-01-21,12,1756.20
R006280,U03235,L02281,2026-01-21,6,2644.44
R006363,U03279,L05896,2026-01-21,2,307.64
R007038,U03620,L00658,2026-01-21,3,1253.04
R007672,U03941,L01608,2026-01-21,1,400.34
R008280,U04251,L04216,2026-01-21,3,216.75
R008366,U04300,L04401,2026-01-21,1,226.63
R008432,U04341,L03029,2026-01-21,1,253.96
R008598,U04418,L05373,2026-01-21,1,271.39
R008821,U04545,L02556,2026-01-21,12,2240.04
R008849,U04557,L01858,2026-01-21,1,175.25
R008937,U04610,L00822,2026-01-21,3,957.15
R008954,U04622,L04665,2026-01-21,3,873.69
R010586,U05451,L05018,2026-01-21,3,864.24
R010928,U05622,L01809,2026-01-21,1,398.81
R013300,U06839,L02797,2026-01-21,3,326.94
R013557,U06986,L02696,2026-01-21,2,485.82
R014840,U07680,L03187,2026-01-21,1,330.71
R015158,U07834,L04129,2026-01-21,2,664.14
R015500,U08002,L02630,2026-01-21,2,590.66
R016212,U08376,L04583,2026-01-21,3,454.77
R016488,U08527,L05784,2026-01-21,2,165.22
R016826,U08702,L03466,2026-01-21,3,311.04
R018520,U09583,L05102,2026-01-21,1,282.51
R018877,U09776,L01282,2026-01-21,1,251.28
R019276,U09976,L01091,2026-01-21,1,355.19
R019799,U10259,L01526,2026-01-21,1,268.90
R021289,U11004,L04123,2026-01-21,6,447.30
R021506,U11118,L02720,2026-01-21,1,250.49
R022836,U11771,L00333,2026-01-21,1,368.47
R023233,U11999,L05666,2026-01-21,3,740.31
R023397,U12076,L05158,2026-01-21,1,397.27
R024122,U12464,L02323,2026-01-21,2,234.22
R025373,U13096,L02013,2026-01-21,2,276.10
R025980,U13394,L04583,2026-01-21,12,1819.08
R026434,U13625,L04697,2026-01-21,1,334.18
R027555,U14196,L03419,2026-01-21,12,1715.40
R000156,U00077,L02691,2026-01-22,1,220.55
R000512,U00250,L01567,2026-01-22,6,2207.88
R000693,U00344,L03695,2026-01-22,2,611.42
R000765,U00370,L04442,2026-01-22,2,792.82
R000826,U00403,L03536,2026-01-22,2,191.60
R001506,U00755,L00870,2026-01-22,6,1728.00
R001973,U01010,L03012,2026-01-22,3,699.63
R002325,U01201,L05231,2026-01-22,1,53.21
R002533,U01298,L00215,2026-01-22,3,814.41
R003320,U01685,L04814,2026-01-22,1,252.29
R004092,U02102,L03509,2026-01-22,1,433.36
R004502,U02328,L00228,2026-01-22,6,446.58
R004876,U02538,L04484,2026-01-22,2,626.62
R004976,U02603,L04493,2026-01-22,1,418.20
R005087,U02645,L00750,2026-01-22,12,2706.72
R005340,U02771,L01871,2026-01-22,1,140.28
R006061,U03124,L01862,2026-01-22,3,477.54
R006284,U03235,L03830,2026-01-22,2,427.06
R007260,U03729,L00839,2026-01-22,2,147.50
R007829,U04017,L05314,2026-01-22,1,154.64
R007848,U04026,L05316,2026-01-22,6,2499.54
R008434,U04342,L04235,2026-01-22,6,1665.48
R008863,U04568,L05225,2026-01-22,2,743.52
R009122,U04696,L00241,2026-01-22,2,899.66
R009142,U04708,L01175,2026-01-22,2,388.20
R009750,U05029,L04475,2026-01-22,2,811.96
R010654,U05480,L04810,2026-01-22,3,758.43
R011256,U05785,L04725,2026-01-22,3,735.99
R011805,U06057,L04003,2026-01-22,6,1673.22
R011919,U06109,L05120,2026-01-22,1,153.61
R011953,U06127,L03030,2026-01-22,3,583.44
R012522,U06414,L05471,2026-01-22,2,680.50
R012855,U06596,L03841,2026-01-22,3,325.08
R012859,U06599,L05156,2026-01-22,1,225.84
R013580,U06999,L02865,2026-01-22,6,1003.98
R014009,U07224,L04885,2026-01-22,3,612.69
R014303,U07400,L00940,2026-01-22,1,449.25
R014316,U07405,L04999,2026-01-22,3,1141.95
R014791,U07656,L01327,2026-01-22,6,2663.76
R015527,U08020,L00744,2026-01-22,6,434.52
R015620,U08067,L03007,2026-01-22,1,226.01
R016828,U08702,L01976,2026-01-22,2,146.84
R019256,U09969,L01228,2026-01-22,2,478.84
R019715,U10216,L02228,2026-01-22,6,816.90
R019802,U10260,L04959,2026-01-22,2,295.70
R022708,U11710,L04015,2026-01-22,3,586.62
R022759,U11733,L05540,2026-01-22,2,660.22
R022763,U11735,L05473,2026-01-22,1,403.22
R023900,U12342,L00993,2026-01-22,1,441.71
R024222,U12515,L04318,2026-01-22,2,852.74
R024848,U12826,L05031,2026-01-22,3,173.22
R026038,U13423,L05658,2026-01-22,2,184.56
R026605,U13705,L01605,2026-01-22,1,214.53
R026894,U13859,L05988,2026-01-22,2,267.50
R027584,U14210,L01495,2026-01-22,12,2891.04
R028000,U14400,L00072,2026-01-22,2,379.00
R028485,U14634,L02079,2026-01-22,1,278.63
R028798,U14784,L00489,2026-01-22,2,334.14
R028932,U14848,L04387,2026-01-22,1,202.73
R000210,U00105,L04200,2026-01-23,1,192.26
R000235,U00114,L00957,2026-01-23,2,136.46
R000410,U00204,L00785,2026-01-23,2,618.20
R000507,U00248,L05878,2026-01-23,3,1294.89
R001295,U00644,L03032,2026-01-23,1,197.75
R002053,U01053,L05480,2026-01-23,2,629.76
R002075,U01065,L01233,2026-01-23,2,516.02
R002966,U01522,L04558,2026-01-23,1,351.42
R003315,U01682,L04415,2026-01-23,12,625.32
R003502,U01780,L01750,2026-01-23,3,1238.82
R003783,U01936,L00124,2026-01-23,3,1140.90
R004055,U02083,L03972,2026-01-23,2,723.52
R004591,U02369,L01900,2026-01-23,2,273.26
R004858,U02527,L03228,2026-01-23,6,1050.54
R004947,U02589,L04430,2026-01-23,2,373.40
R005130,U02668,L01386,2026-01-23,1,351.68
R005418,U02807,L03090,2026-01-23,12,1259.40
R006949,U03574,L03574,2026-01-23,1,140.07
R007121,U03663,L05285,2026-01-23,2,683.80
R007273,U03739,L04959,2026-01-23,6,887.10
R009454,U04875,L05181,2026-01-23,3,828.27
R010204,U05258,L03766,2026-01-23,12,3340.44
R010878,U05594,L01943,2026-01-23,2,250.20
R012275,U06288,L03505,2026-01-23,2,132.78
R012415,U06357,L04152,2026-01-23,3,1037.16
R012789,U06553,L00331,2026-01-23,2,516.10
R013387,U06884,L04192,2026-01-23,2,579.32
R014387,U07441,L00816,2026-01-23,6,1925.22
R014918,U07713,L05132,2026-01-23,1,275.25
R015113,U07807,L02846,2026-01-23,2,453.96
R015540,U08026,L00214,2026-01-23,2,552.24
R016327,U08426,L00019,2026-01-23,1,381.77
R016731,U08649,L01153,2026-01-23,3,227.52
R017393,U08997,L00708,2026-01-23,2,482.82
R018499,U09569,L04081,2026-01-23,2,622.00
R019130,U09907,L05197,2026-01-23,1,217.37
R020155,U10427,L00340,2026-01-23,6,2106.84
R020355,U10536,L01478,2026-01-23,1,250.61
R020491,U10614,L01346,2026-01-23,6,477.06
R021179,U10949,L01351,2026-01-23,1,408.93
R022443,U11595,L00757,2026-01-23,1,56.26
R022495,U11616,L03247,2026-01-23,1,240.75
R022602,U11660,L02601,2026-01-23,1,258.87
R023470,U12119,L00004,2026-01-23,3,348.21
R023648,U12209,L04332,2026-01-23,1,347.63
R024837,U12822,L03067,2026-01-23,6,2346.48
R025148,U12978,L02696,2026-01-23,12,2914.92
R025683,U13247,L05086,2026-01-23,3,1239.21
R025763,U13287,L04572,2026-01-23,2,527.44
R026876,U13851,L01449,2026-01-23,6,2211.00
R027666,U14254,L05271,2026-01-23,1,171.01
R028811,U14791,L02047,2026-01-23,1,326.60
R000751,U00366,L01332,2026-01-24,2,375.46
R001078,U00525,L02969,2026-01-24,6,674.22
R001818,U00927,L00266,2026-01-24,2,599.84
R001833,U00933,L00099,2026-01-24,1,412.68
R001909,U00969,L04766,2026-01-24,2,240.74
R004415,U02274,L04115,2026-01-24,2,665.04
R004835,U02517,L01452,2026-01-24,1,100.72
R004856,U02526,L02655,2026-01-24,1,221.43
R005054,U02627,L05002,2026-01-24,6,1118.28
R005283,U02742,L04060,2026-01-24,1,296.65
R005693,U02946,L04856,2026-01-24,2,553.56
R006654,U03423,L00556,2026-01-24,1,394.43
R006854,U03529,L04343,2026-01-24,1,378.58
R007131,U03668,L02644,2026-01-24,1,326.55
R007423,U03815,L04356,2026-01-24,1,237.00
R008228,U04220,L02854,2026-01-24,2,367.14
R008469,U04357,L01660,2026-01-24,3,1202.28
R008512,U04381,L05176,2026-01-24,2,433.86
R009651,U04983,L00001,2026-01-24,2,888.96
R012848,U06594,L00186,2026-01-24,2,441.58
R013389,U06884,L04512,2026-01-24,2,373.00
R013538,U06974,L01816,2026-01-24,1,338.60
R014217,U07351,L00521,2026-01-24,1,72.29
R015677,U08095,L01950,2026-01-24,1,174.16
R015960,U08237,L00442,2026-01-24,1,351.11
R016351,U08444,L01314,2026-01-24,6,1153.26
R016470,U08515,L01996,2026-01-24,1,439.84
R016705,U08638,L01972,2026-01-24,1,142.71
R016709,U08640,L03813,2026-01-24,3,349.35
R017105,U08851,L05893,2026-01-24,12,1377.36
R017156,U08880,L00072,2026-01-24,2,379.00
R018134,U09390,L02028,2026-01-24,1,172.86
R018167,U09403,L01052,2026-01-24,12,2222.40
R019565,U10131,L04806,2026-01-24,12,2299.68
R019710,U10214,L05958,2026-01-24,3,330.96
R020902,U10820,L01811,2026-01-24,3,763.95
R023772,U12273,L03646,2026-01-24,2,750.80
R023892,U12333,L03439,2026-01-24,2,507.22
R025572,U13194,L05594,2026-01-24,6,1050.42
R025785,U13300,L01004,2026-01-24,2,632.62
R026085,U13451,L02840,2026-01-24,2,787.04
R026241,U13530,L05380,2026-01-24,1,242.74
R026268,U13544,L04124,2026-01-24,12,4711.20
R026657,U13725,L04811,2026-01-24,2,878.36
R026821,U13817,L04147,2026-01-24,2,769.70
R027423,U14112,L04501,2026-01-24,2,551.88
R000150,U00071,L04444,2026-01-25,3,953.70
R000952,U00455,L05887,2026-01-25,1,277.12
R001103,U00534,L02117,2026-01-25,3,164.16
R003074,U01569,L03889,2026-01-25,2,281.74
R003203,U01633,L05633,2026-01-25,1,218.02
R003292,U01674,L00985,2026-01-25,3,773.52
R003405,U01732,L05765,2026-01-25,1,383.85
R003656,U01863,L00449,2026-01-25,12,2222.04
R003725,U01906,L03272,2026-01-25,12,4674.24
R004508,U02330,L05200,2026-01-25,1,380.98
R004786,U02479,L05427,2026-01-25,12,4253.76
R005766,U02979,L02305,2026-01-25,12,2556.96
R006908,U03557,L05668,2026-01-25,1,50.44
R008323,U04277,L03484,2026-01-25,2,863.04
R009631,U04974,L03433,2026-01-25,6,1753.44
R009800,U05064,L02197,2026-01-25,1,400.20
R010528,U05422,L05827,2026-01-25,6,457.62
R010640,U05474,L04784,2026-01-25,1,118.14
R011156,U05730,L02882,2026-01-25,3,1242.60
R011965,U06131,L03886,2026-01-25,2,763.48
R012294,U06295,L02850,2026-01-25,1,388.70
R012691,U06492,L04197,2026-01-25,6,1114.86
R013678,U07044,L05317,2026-01-25,1,126.55
R013850,U07146,L04153,2026-01-25,1,320.25
R014158,U07321,L05891,2026-01-25,2,615.80
R015722,U08117,L04453,2026-01-25,6,1119.18
R015969,U08244,L01357,2026-01-25,1,103.52
R017933,U09275,L01895,2026-01-25,1,52.37
R018754,U09710,L01991,2026-01-25,6,1100.58
R018911,U09790,L02972,2026-01-25,1,404.82
R019524,U10115,L03406,2026-01-25,1,102.96
R020574,U10654,L05829,2026-01-25,3,923.82
R021532,U11128,L02585,2026-01-25,2,395.28
R021559,U11139,L01399,2026-01-25,1,236.28
R021635,U11177,L01537,2026-01-25,1,397.50
R024038,U12417,L03596,2026-01-25,2,204.82
R024238,U12519,L05759,2026-01-25,1,201.50
R024295,U12544,L04395,2026-01-25,3,875.70
R024373,U12585,L03558,2026-01-25,1,442.86
R024789,U12793,L02462,2026-01-25,3,1285.95
R026390,U13601,L03627,2026-01-25,6,348.24
R026656,U13724,L02706,2026-01-25,12,2213.16
R027896,U14354,L05963,2026-01-25,1,68.27
R027991,U14393,L02175,2026-01-25,1,240.34
R028059,U14428,L00796,2026-01-25,1,241.69
R028061,U14428,L00924,2026-01-25,6,1247.82
R000194,U00097,L01057,2026-01-26,3,471.72
R002002,U01025,L00231,2026-01-26,1,172.03
R002277,U01175,L01909,2026-01-26,1,145.67
R002295,U01187,L02430,2026-01-26,2,118.50
R002390,U01229,L05803,2026-01-26,6,2422.44
R002560,U01314,L00077,2026-01-26,2,557.52
R002618,U01351,L00998,2026-01-26,2,148.38
R003164,U01620,L05289,2026-01-26,2,350.82
R004337,U02236,L03571,2026-01-26,2,230.00
R006122,U03159,L01998,2026-01-26,6,1109.16
R006145,U03169,L05094,2026-01-26,6,1432.68
R006456,U03327,L05359,2026-01-26,2,459.82
R006992,U03598,L00964,2026-01-26,2,351.08
R007244,U03718,L02397,2026-01-26,3,832.95
R007900,U04049,L04111,2026-01-26,1,316.74
R008500,U04373,L00235,2026-01-26,1,271.87
R009300,U04791,L04650,2026-01-26,1,432.40
R009627,U04973,L02158,2026-01-26,3,474.57
R009959,U05129,L04966,2026-01-26,1,378.10
R010198,U05254,L01431,2026-01-26,1,229.85
R011255,U05785,L02705,2026-01-26,3,768.81
R012370,U06333,L05028,2026-01-26,1,143.40
R012782,U06551,L00622,2026-01-26,1,221.92
R012794,U06555,L03015,2026-01-26,3,1040.46
R013347,U06862,L02660,2026-01-26,1,363.10
R016700,U08636,L02717,2026-01-26,2,830.30
R016716,U08644,L04331,2026-01-26,2,883.14
R017913,U09265,L00191,2026-01-26,3,244.14
R018169,U09403,L00701,2026-01-26,2,479.80
R018694,U09676,L03731,2026-01-26,2,255.44
R019045,U09858,L02396,2026-01-26,1,70.91
R020225,U10461,L05047,2026-01-26,3,281.13
R022006,U11352,L02192,2026-01-26,6,578.22
R024158,U12483,L05596,2026-01-26,2,447.44
R024260,U12529,L05838,2026-01-26,1,97.67
R025919,U13359,L02643,2026-01-26,3,1198.17
R026305,U13557,L03657,2026-01-26,1,63.47
R026353,U13584,L04804,2026-01-26,2,119.06
R026435,U13625,L00432,2026-01-26,1,208.43
R027695,U14269,L01329,2026-01-26,1,67.73
R027913,U14361,L05327,2026-01-26,12,766.32
R028335,U14567,L04047,2026-01-26,1,163.01
R028519,U14653,L04185,2026-01-26,2,226.10
R000028,U00017,L00050,2026-01-27,3,302.55
R000997,U00481,L01165,2026-01-27,12,4456.56
R001282,U00637,L01036,2026-01-27,3,329.28
R002210,U01138,L02116,2026-01-27,3,1171.23
R003539,U01801,L01113,2026-01-27,1,247.57
R003745,U01915,L03527,2026-01-27,2,739.56
R005411,U02804,L05632,2026-01-27,1,377.78
R005767,U02979,L04203,2026-01-27,6,799.14
R007259,U03727,L02859,2026-01-27,1,142.76
R007272,U03738,L01271,2026-01-27,3,720.87
R007966,U04083,L02170,2026-01-27,1,232.32
R008052,U04128,L04061,2026-01-27,2,886.64
R008345,U04289,L03794,2026-01-27,12,682.32
R009268,U04772,L03524,2026-01-27,1,394.72
R010698,U05504,L00393,2026-01-27,2,396.32
R010812,U05565,L00624,2026-01-27,3,335.25
R011254,U05785,L05540,2026-01-27,12,3961.32
R011491,U05903,L04018,2026-01-27,1,213.04
R013730,U07079,L04733,2026-01-27,1,382.72
R013758,U07096,L03666,2026-01-27,3,341.58
R014143,U07309,L03382,2026-01-27,2,334.04
R014550,U07530,L04303,2026-01-27,1,343.43
R014562,U07540,L05305,2026-01-27,3,801.30
R015126,U07812,L00433,2026-01-27,2,467.68
R016511,U08543,L05461,2026-01-27,1,416.94
R017000,U08789,L05459,2026-01-27,2,163.42
R018225,U09429,L01467,2026-01-27,6,2029.32
R019428,U10061,L04032,2026-01-27,1,369.78
R019666,U10187,L04772,2026-01-27,2,251.66
R019881,U10296,L02292,2026-01-27,2,531.78
R020419,U10573,L01657,2026-01-27,1,349.22
R022387,U11564,L01088,2026-01-27,1,123.98
R022942,U11835,L00740,2026-01-27,12,2775.60
R023710,U12240,L00463,2026-01-27,2,500.02
R025224,U13021,L04116,2026-01-27,6,363.42
R025913,U13358,L01709,2026-01-27,1,437.76
R026227,U13523,L04373,2026-01-27,1,258.25
R027520,U14174,L03457,2026-01-27,1,267.96
R027669,U14255,L04553,2026-01-27,6,1604.88
R028228,U14510,L04324,2026-01-27,1,239.46
R028230,U14510,L00194,2026-01-27,1,249.44
R028560,U14674,L04570,2026-01-27,2,703.36
R028964,U14862,L01228,2026-01-27,2,478.84
R000085,U00045,L03208,2026-01-28,1,409.18
R000179,U00087,L00560,2026-01-28,1,301.64
R000224,U00110,L00064,2026-01-28,6,1808.04
R001697,U00848,L04399,2026-01-28,2,661.26
R002570,U01322,L02194,2026-01-28,1,216.21
R002658,U01369,L01854,2026-01-28,2,448.12
R003039,U01552,L04240,2026-01-28,1,264.65
R003077,U01570,L02511,2026-01-28,1,203.11
R003437,U01747,L04917,2026-01-28,1,229.72
R004076,U02093,L01602,2026-01-28,3,250.53
R004642,U02394,L02425,2026-01-28,1,57.08
R004805,U02498,L00412,2026-01-28,2,173.10
R005771,U02982,L04527,2026-01-28,3,1313.82
R005892,U03037,L02909,2026-01-28,1,60.28
R006651,U03422,L05523,2026-01-28,2,654.96
R006868,U03534,L01294,2026-01-28,6,397.68
R007504,U03861,L03583,2026-01-28,1,304.92
R007721,U03964,L03329,2026-01-28,2,617.38
R007866,U04036,L05750,2026-01-28,3,731.52
R008123,U04162,L02829,2026-01-28,1,298.08
R008651,U04450,L03195,2026-01-28,2,610.78
R009077,U04677,L00439,2026-01-28,2,620.10
R009390,U04839,L05175,2026-01-28,1,129.04
R009545,U04927,L02748,2026-01-28,1,375.77
R010744,U05531,L05374,2026-01-28,2,164.44
R011190,U05743,L03255,2026-01-28,6,2408.58
R011279,U05801,L01476,2026-01-28,12,5180.76
R011388,U05847,L00430,2026-01-28,2,221.92
R011895,U06097,L05214,2026-01-28,2,448.82
R012503,U06405,L00668,2026-01-28,1,295.67
R012699,U06496,L04678,2026-01-28,6,1704.18
R012762,U06539,L03241,2026-01-28,1,360.44
R013077,U06723,L01452,2026-01-28,3,302.16
R015292,U07900,L04768,2026-01-28,1,250.60
R015622,U08068,L00127,2026-01-28,3,180.36
R016659,U08624,L05518,2026-01-28,1,318.29
R019016,U09839,L01658,2026-01-28,2,799.06
R020946,U10846,L04601,2026-01-28,1,91.64
R021538,U11130,L05455,2026-01-28,3,813.42
R022060,U11384,L01410,2026-01-28,6,1643.64
R022989,U11860,L01233,2026-01-28,12,3096.12
R023300,U12032,L04087,2026-01-28,6,2301.96
R023479,U12121,L04096,2026-01-28,1,221.29
R025233,U13025,L02428,2026-01-28,2,367.80
R025592,U13205,L05570,2026-01-28,1,274.18
R026036,U13422,L03206,2026-01-28,2,194.42
R027025,U13933,L02854,2026-01-28,2,367.14
R028502,U14644,L02037,2026-01-28,2,147.12
R028532,U14660,L01888,2026-01-28,1,94.08
R028986,U14876,L05619,2026-01-28,2,606.60
R000755,U00367,L00741,2026-01-29,3,245.16
R000758,U00368,L05076,2026-01-29,1,441.20
R000914,U00434,L04124,2026-01-29,6,2355.60
R000994,U00481,L03117,2026-01-29,2,653.32
R002398,U01234,L01101,2026-01-29,1,76.17
R002507,U01286,L01599,2026-01-29,2,841.48
R004374,U02257,L00762,2026-01-29,2,311.28
R004498,U02324,L03857,2026-01-29,6,1181.94
R005072,U02638,L05530,2026-01-29,6,1297.20
R005126,U02667,L01629,2026-01-29,1,311.48
R005920,U03054,L00407,2026-01-29,6,2312.76
R006986,U03593,L03614,2026-01-29,1,187.94
R007247,U03718,L00267,2026-01-29,1,415.22
R007524,U03871,L05167,2026-01-29,1,285.19
R007938,U04066,L05329,2026-01-29,3,795.99
R009086,U04681,L02259,2026-01-29,1,137.10
R009658,U04987,L00857,2026-01-29,6,2409.60
R009695,U05005,L04632,2026-01-29,3,411.15
R010371,U05345,L04050,2026-01-29,12,1380.36
R010772,U05543,L04731,2026-01-29,3,166.86
R010974,U05648,L03154,2026-01-29,3,924.96
R011605,U05959,L05267,2026-01-29,3,751.35
R012226,U06257,L00038,2026-01-29,1,256.60
R013597,U07006,L00144,2026-01-29,1,429.75
R013676,U07044,L05500,2026-01-29,3,980.94
R014132,U07303,L03570,2026-01-29,1,356.72
R014393,U07447,L04542,2026-01-29,3,659.64
R014446,U07485,L03870,2026-01-29,6,1352.28
R014781,U07654,L01091,2026-01-29,2,710.38
R014892,U07702,L05990,2026-01-29,12,1815.00
R015003,U07750,L00373,2026-01-29,1,159.87
R015605,U08060,L01976,2026-01-29,2,146.84
R015912,U08210,L04283,2026-01-29,2,326.76
R016624,U08604,L02555,2026-01-29,1,424.27
R016918,U08748,L04932,2026-01-29,12,1568.04
R017277,U08948,L03744,2026-01-29,1,427.51
R018159,U09400,L00313,2026-01-29,1,422.09
R018928,U09798,L00092,2026-01-29,3,931.23
R018931,U09799,L00448,2026-01-29,3,512.10
R020467,U10603,L04452,2026-01-29,1,227.88
R021956,U11331,L03880,2026-01-29,12,4262.40
R022337,U11528,L01542,2026-01-29,3,743.55
R023060,U11898,L03231,2026-01-29,6,1702.62
R023111,U11926,L02747,2026-01-29,3,563.07
R023162,U11957,L01883,2026-01-29,6,1888.56
R023538,U12149,L05306,2026-01-29,1,80.63
R023734,U12253,L02806,2026-01-29,12,1162.56
R025734,U13272,L02782,2026-01-29,3,1233.21
R026753,U13779,L02737,2026-01-29,1,53.10
R026878,U13852,L01919,2026-01-29,2,363.12
R027164,U13997,L01565,2026-01-29,1,248.41
R027722,U14280,L02614,2026-01-29,2,712.68
R028105,U14452,L02743,2026-01-29,12,5361.12
R028148,U14477,L03322,2026-01-29,1,113.87
R028246,U14517,L01337,2026-01-29,2,169.48
R000111,U00056,L04613,2026-01-30,12,3166.56
R000370,U00184,L01240,2026-01-30,6,2606.10
R003410,U01737,L03692,2026-01-30,3,164.94
R003489,U01773,L01339,2026-01-30,6,2163.48
R005491,U02845,L01327,2026-01-30,3,1331.88
R005961,U03070,L00581,2026-01-30,3,1339.20
R006199,U03193,L00340,2026-01-30,2,702.28
R006419,U03312,L03016,2026-01-30,1,74.94
R008131,U04165,L02214,2026-01-30,6,1447.56
R008279,U04250,L03224,2026-01-30,6,377.64
R008856,U04563,L05524,2026-01-30,1,347.71
R011560,U05944,L02723,2026-01-30,6,1925.10
R011698,U06011,L01796,2026-01-30,2,617.32
R011704,U06012,L01776,2026-01-30,1,267.38
R012879,U06608,L00103,2026-01-30,6,2541.66
R013362,U06872,L04573,2026-01-30,2,504.28
R013493,U06950,L04671,2026-01-30,6,332.76
R013777,U07105,L00879,2026-01-30,6,474.96
R013933,U07191,L00247,2026-01-30,1,191.54
R013977,U07207,L02392,2026-01-30,6,553.92
R014959,U07732,L03454,2026-01-30,1,105.68
R015236,U07873,L04679,2026-01-30,2,782.24
R016876,U08730,L02267,2026-01-30,12,2217.84
R018090,U09364,L03922,2026-01-30,1,217.07
R018178,U09405,L00404,2026-01-30,1,50.98
R018296,U09463,L03233,2026-01-30,1,250.74
R018622,U09640,L02686,2026-01-30,1,62.78
R018826,U09749,L04765,2026-01-30,1,208.98
R019327,U10003,L03515,2026-01-30,2,888.24
R020517,U10630,L04680,2026-01-30,12,789.48
R020656,U10702,L05611,2026-01-30,1,154.98
R020763,U10757,L05789,2026-01-30,12,3584.88
R022985,U11860,L05077,2026-01-30,1,92.83
R023039,U11886,L02139,2026-01-30,2,586.00
R023999,U12393,L00663,2026-01-30,2,350.54
R024473,U12636,L02305,2026-01-30,2,426.16
R025057,U12929,L04582,2026-01-30,6,1631.16
R025932,U13364,L02602,2026-01-30,1,442.38
R026193,U13509,L02283,2026-01-30,12,3974.88
R026281,U13549,L01349,2026-01-30,3,1283.37
R026730,U13769,L01181,2026-01-30,1,90.49
R027673,U14257,L05175,2026-01-30,1,129.04
R027946,U14374,L05320,2026-01-30,1,407.96
R028382,U14584,L00986,2026-01-30,6,544.86
R000214,U00106,L01445,2026-01-31,1,405.87
R000363,U00179,L01100,2026-01-31,12,3935.40
R000372,U00184,L01152,2026-01-31,3,327.39
R000753,U00367,L04333,2026-01-31,1,81.15
R002138,U01101,L02332,2026-01-31,12,1029.12
R002314,U01196,L02430,2026-01-31,6,355.50
R002429,U01250,L05062,2026-01-31,1,150.86
R002965,U01521,L03519,2026-01-31,6,2593.08
R004063,U02086,L00434,2026-01-31,6,2406.66
R004253,U02187,L00085,2026-01-31,1,273.95
R004608,U02376,L05090,2026-01-31,12,5227.56
R004790,U02481,L02898,2026-01-31,3,912.90
R005025,U02621,L03632,2026-01-31,2,732.46
R005636,U02910,L03705,2026-01-31,2,217.80
R005849,U03019,L00447,2026-01-31,2,808.50
R006473,U03333,L01291,2026-01-31,12,1051.68
R007377,U03792,L01721,2026-01-31,3,996.42
R008585,U04411,L04810,2026-01-31,2,505.62
R008733,U04498,L03452,2026-01-31,6,2609.94
R009111,U04692,L02937,2026-01-31,3,162.96
R009395,U04841,L04818,2026-01-31,2,130.78
R009520,U04917,L01768,2026-01-31,3,192.42
R009533,U04922,L05490,2026-01-31,2,821.08
R010874,U05593,L04855,2026-01-31,1,326.17
R012195,U06244,L05349,2026-01-31,1,403.78
R012431,U06370,L03991,2026-01-31,3,1098.24
R012516,U06411,L03018,2026-01-31,6,1754.94
R013509,U06959,L05810,2026-01-31,6,1372.62
R013604,U07008,L02249,2026-01-31,1,405.84
R013709,U07062,L03980,2026-01-31,1,410.90
R014104,U07289,L04318,2026-01-31,2,852.74
R014307,U07402,L02746,2026-01-31,3,355.32
R014548,U07529,L03781,2026-01-31,1,348.04
R014746,U07633,L03943,2026-01-31,2,438.52
R014910,U07709,L02406,2026-01-31,3,1050.33
R015750,U08127,L02556,2026-01-31,3,560.01
R016125,U08336,L05830,2026-01-31,1,139.16
R017585,U09086,L00384,2026-01-31,1,155.72
R018158,U09400,L01622,2026-01-31,1,86.41
R018415,U09526,L01279,2026-01-31,3,265.65
R018722,U09691,L03358,2026-01-31,1,116.81
R020944,U10845,L01633,2026-01-31,12,3883.56
R021042,U10890,L05752,2026-01-31,2,440.14
R021595,U11155,L04438,2026-01-31,3,746.85
R021966,U11336,L00383,2026-01-31,2,833.92
R023035,U11885,L01599,2026-01-31,2,841.48
R023536,U12148,L04830,2026-01-31,12,622.68
R024080,U12443,L04765,2026-01-31,12,2507.76
R024326,U12562,L00478,2026-01-31,1,421.08
R025410,U13110,L03817,2026-01-31,2,198.08
R025655,U13235,L03087,2026-01-31,3,461.58
R027089,U13967,L03396,2026-01-31,3,307.68
R027352,U14079,L04545,2026-01-31,1,333.65
R027493,U14150,L03688,2026-01-31,6,2505.12
R028100,U14450,L01644,2026-01-31,2,184.94
R028522,U14655,L02317,2026-01-31,2,664.16
R000227,U00111,L05433,2026-02-01,1,429.13
R001433,U00723,L01621,2026-02-01,2,245.78
R001491,U00750,L03826,2026-02-01,1,129.55
R002255,U01159,L03333,2026-02-01,2,616.40
R003545,U01806,L04297,2026-02-01,3,1156.26
R004922,U02574,L05106,2026-02-01,3,616.77
R006597,U03396,L02198,2026-02-01,12,1815.36
R007722,U03964,L04870,2026-02-01,1,64.04
R007955,U04076,L03170,2026-02-01,1,80.78
R009412,U04848,L01556,2026-02-01,1,385.18
R009871,U05088,L03502,2026-02-01,1,299.32
R010408,U05364,L05228,2026-02-01,1,346.76
R011074,U05693,L05975,2026-02-01,1,68.32
R011773,U06045,L01735,2026-02-01,12,3070.08
R011836,U06070,L01734,2026-02-01,2,267.52
R012383,U06340,L02563,2026-02-01,2,866.02
